No,Concept,Subcategory,ID,Tool-ID,Description,Table_name_1,Column_name_1,Table_name_2,Column_name_2,Achilles_P/S,Achilles analysis_id,삭제 Tool_ID,Description,Table_name_1,Column_name_1,Table_name_2,Column_name_2,Achilles_P/S,Achilles analysis_id,,,,,,,,,,,,
,,,,,,Drug_Exposure,dose_unit_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_type_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,operator_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,value_as_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,unit_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,range_low_operator_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,range_high_operator_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,priority_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Fact_Relationship,domain_concept_id_1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Fact_Relationship,domain_concept_id_2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Device_Exposure,device_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Device_Exposure,device_type_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,27,more than 1 percent of unmapped rows (concept_0 rows),condition_occurrence,person_id,condition_occurrence,person_id,Parallel_2,2000,,,,,,,,,,,,,,,,,,,,
,,,,,,condition_occurrence,person_id,procedure_occurrence,person_id,,2001,,,,,,,,,,,,,,,,,,,,
,,,,,,condition_occurrence,person_id,drug_exposure,person_id,,2002,,,,,,,,,,,,,,,,,,,,
,,,,,,visit_occurrence,person_id,,,,2003,,,,,,,,,,,,,,,,,,,,
,,,,,,observation,,,,Serial,,,,,,,,,,,,,,,,,,,,,
,,,,,,visit_detail,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DC1-2,28,percentage of non-numerical measurement records exceeds general population threshold,condition_occurrence,condition_concept_id,condition_occurrence,person_id,Parallel_2,401,,,,,,,,,,,,,,,,,,,,
,,,,,,procrdure_occurrence,procedure_concept_id,procedure_occurrence,person_id,,601,,,,,,,,,,,,,,,,,,,,
,,,,,,drug_exposure,drug_concept_id,drug_exposure,person_id,,701,,,,,,,,,,,,,,,,,,,,
,,,,,,observation,observation_concept_id,observation,person_id,,801,,,,,,,,,,,,,,,,,,,,
,,,,,,measurement,measurement_concept_id,measurement,person_id,,1801,,,,,,,,,,,,,,,,,,,,
,,,,,,measurement,value_as_number,measurement,person_id,Serial,1821,,,,,,,,,,,,,,,,,,,,
,,,DC1-3,32,Percentage of patients with no visits exceeds threshold,person,Ethnicity_concept_id,person,person_id,Parallel_2,4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Serial,,,,,,,,,,,,,,,,,,,,,
,,,DC1-4,33,[GeneralPopulationOnly] Not all deciles represented at first observation,person,race_concept_id,person,person_id,Parallel_2,4,,,,,,,,,,,,,,,,,,,,
,,,DC1-5,34,Count of unmapped source values in a domain exceeds threshold,,,,,Serial,,,,,,,,,,,,,,,,,,,,,
,,,DC1-6,37,Notes data density,visit_occurrence,visit_concept_id,visit_occurrence,person_id,Serial,201,,,,,,,,,,,,,,,,,,,,
,,,DC1-7,38,Provider Specialty data density,,,,,Serial,,,,,,,,,,,,,,,,,,,,,
,,,DC1-8,41,No weight data in MEASUREMENT table,measurement,measurement_concept_id,measurement,person_id,Serial,1800,,,,,,,,,,,,,,,,,,,,
,,,DC1-9,43,99+ percent of persons have exactly one observation period,observation_period,observation_period_start_date,observation_period,person_id,,113,,,,,,,,,,,,,,,,,,,,
,,,DC1-10,BA-001,returns percentage of records having null value in a given field,Person,month_of_birth,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Person,day_of_birth,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Person,birth_datetime,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Person,location_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Person,provider_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Person,pn_gestational_age,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Person,person_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Death,cause_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Death,cause_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Death,cause_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Location,state,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Location,zip,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Location,location_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Care_Site,place_of_service_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Care_Site,location_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Care_Site,place_of_service_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Care_Site,specialty_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Care_Site,specialty_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Provider,gender_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Provider,specialty_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Provider,year_of_birth,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Provider,specialty_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Provider,specialty_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Provider,gender_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Provider,gender_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_end_datetime,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,provider_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,care_site_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,admitting_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,admitting_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,discharge_to_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,discharge_to_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_end_datetime,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,stop_reason,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,provider_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,visit_occurrence_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_status_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_status_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,poa_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,modifier_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,quantity,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,provider_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,visit_occurrence_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,procedure_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,modifier_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,observation_datetime,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,value_as_number,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,value_as_string,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,value_as_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,qualifier_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,unit_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,provider_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,visit_occurrence_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,observation_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,observation_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,unit_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,qualifier_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_order_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_end_datetime,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_order_datetime,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,stop_reason,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,refills,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,quantity,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,days_supply,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,sig,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,route_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,effective_drug_dose,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,eff_drug_dose_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,dose_unit_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,lot_number,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,provider_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,visit_occurrence_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,route_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,dose_unit_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,frequency,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,dispense_as_written_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_order_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_order_datetime,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_result_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_result_datetime,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,operator_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,value_as_number,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,value_as_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,unit_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,range_low,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,range_low_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,range_low_operator_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,range_high,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,range_high_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,range_high_operator_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,provider_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,visit_occurrence_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,unit_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,specimen_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,priority_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,priority_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,specimen_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Device_Exposure,device_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Device_Exposure,device_source_value,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Device_Exposure,device_exposure_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Device_Exposure,unique_device_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Device_Exposure,quantity,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Device_Exposure,provider_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Device_Exposure,visit_occurrence_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,s2-19,데이터 내 missing 값이 존재하는가,Dev_person ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_Proider,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_mapped,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_death,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_diagnosis ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_period,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_siteinfo ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_payer,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,s2-20,"환자번호, 진단날짜, 처방날짜는 null이 있을 수 없음 ",Dev_person ,Patno,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_Proider,Provider_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_death,patno,meddate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_diagnosis ,patno,meddate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,patno,meddate,visit_time,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_period,patno,op_start_dt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,patno,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,patno,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,patno,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,patno,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,ptnt_no,frm_dt,meddate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,ptnt_no,frm_dt,meddate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,patno,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,patno,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_payer,patno,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,
,,,,s2-21,환자의 방문 유형은  null 일 수 없음 ,Dev_diagnosis ,patfg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,patfg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,patfg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,patfg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,patfg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,patfg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,patfg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,patfg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,patfg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,s2-22,날짜 데이터는 null이 될 수 없음 ,Dev_person ,Btdt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_Proider,year_of_birth,day_of_birth,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_death,meddate,diedate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_diagnosis ,meddate,visit_time,dsch_date,dsch_time,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,meddte,orddate,regtime,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_period,op_start_dt,op_enddt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,meddate,orddate,regtime,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,meddate,orddate,regtime,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,collect_dt,acpt_dt,orddate,spcdate,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,meddate,orddte,examdt,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,med_date,med_time,frm_dt,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,med_date,med_time,frm_dt,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,meddate,orddate,calm_ymd,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,meddate,orddate,act_stdt,act_endt,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_payer,meddte,orddate,admtime,,,,,,,,,,,,,,,,,,,,,,
,,,,s2-23,처방코드 없이 처방이 발생할 수 없음 ,Dev_diagnosis ,diagcode ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,ordcode,opcode,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,ordcode,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,ordcode,spccode,diagnosis_cd,tiss_cd,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,ordcode,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,ordcode,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,ordcode,,,,,,,,,,,,,,,,,,,,,,,,
,,,,s2-24,Provider_id 없이 데이터가 생성 될 수 없음,Dev_diagnosis ,cha_dr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,provider_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,cha_dr,op_dr,exec_dr,anthudr,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,orddr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,order_dr,cha_dr,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,prvider,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,med_dr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,med_dr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,orddr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,s2-25,검사결과값이 null 일수 없음 ,Dev_measurement,char_rslt,num_rslt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_ note,numrc_data,,,,,,,,,,,,,,,,,,,,,,,,
,,,,s2-69,직접사인은 null 일 수 없음 ,Dev_death ,DIEDADRS,,,,,,,,,,,,,,,,,,,,,,,,
,,,DC1-11,BA-004,identifies percent of visits with no facts associated with them,Visit_Occurrence,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,DC1-12,BA-005,identifies percent of specific visit types with missing data,Visit_Occurrence,visit_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,DC1-13,BA-003,identifies concept expected to be present,Person,gender_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Person,race_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Person,ethnicity_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Person,language_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Death,death_type_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Death,cause_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Death,death_impute_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Care_Site,specialty_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Provider,gender_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Provider,specialty_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_type_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_type_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,procedure_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,modifier_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,procedure_type_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,observation_type_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,value_as_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,qualifier_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,unit_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,observation_source_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,observation_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_type_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
